depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.3,3,2,160.0,126.0,0.2323,0.0762,0.1739,1,1,1,7e-05,0.7103,0.5795,0.234508,-0.001115,0.579513,-0.336924,0.011444,-0.303009,0.447228
0.3,3,3,224.0,126.0,0.2407,0.0482,0.1725,1,1,1,7e-05,0.6763,0.5176,0.296063,-0.016309,0.517647,-0.370909,0.020705,-0.338532,0.42388
0.3,3,4,288.0,126.0,0.2455,0.0166,0.1717,1,1,1,8e-05,0.6352,0.4527,0.370742,-0.031392,0.452695,-0.411958,0.025799,-0.382955,0.39273
0.3,3,5,352.0,126.0,0.2455,-0.0166,0.1717,1,1,1,3e-05,0.5896,0.4576,0.45712,-0.044586,0.388973,-0.457572,0.025218,-0.435022,0.353728
0.3,3,6,416.0,126.0,0.2407,-0.0482,0.1725,1,1,1,4e-05,0.544,0.5502,0.550183,-0.053724,0.33083,-0.503156,0.018697,-0.491206,0.308699
0.3,3,7,480.0,126.0,0.2323,-0.0762,0.1739,1,1,1,6e-05,0.5026,0.6444,0.644363,-0.058124,0.281004,-0.54457,0.00754,-0.548091,0.261177
0.3,3,8,544.0,126.0,0.2219,-0.0994,0.1757,1,1,1,8e-05,0.4681,0.7345,0.734484,-0.058022,0.240215,-0.57914,-0.006313,-0.602878,0.214601
0.3,3,9,608.0,126.0,0.2111,-0.118,0.1776,1,1,1,4e-05,0.441,0.8176,0.817626,-0.054433,0.207734,-0.60617,-0.021119,-0.654257,0.171323
0.3,4,0,32.0,162.0,0.2182,0.1293,0.1602,1,1,1,6e-05,0.8105,0.6948,0.13478,0.053227,0.694815,-0.236702,-0.016389,-0.203979,0.458505
0.3,4,1,96.0,162.0,0.2312,0.1099,0.1565,1,1,1,6e-05,0.7938,0.6428,0.171812,0.042149,0.642775,-0.253393,-0.002802,-0.219304,0.44517
0.3,4,2,160.0,162.0,0.2437,0.0851,0.1528,1,1,1,6e-05,0.7692,0.5823,0.219646,0.028547,0.582268,-0.277999,0.010654,-0.24216,0.427326
0.3,4,3,224.0,162.0,0.2542,0.0543,0.1498,1,1,1,7e-05,0.7348,0.5147,0.280816,0.012757,0.514726,-0.312427,0.022033,-0.274705,0.403077
0.3,4,4,288.0,162.0,0.2602,0.0187,0.1481,1,1,1,7e-05,0.6903,0.4439,0.35665,-0.003795,0.443881,-0.356926,0.028711,-0.317984,0.370571
0.3,4,5,352.0,162.0,0.2602,-0.0187,0.1481,1,1,1,9e-05,0.6385,0.4456,0.44562,-0.018648,0.375256,-0.408705,0.028454,-0.370704,0.329312
0.3,4,6,416.0,162.0,0.2542,-0.0543,0.1498,1,1,1,3e-05,0.5848,0.5431,0.5431,-0.029565,0.314109,-0.462404,0.020851,-0.429449,0.281449
0.3,4,7,480.0,162.0,0.2437,-0.0851,0.1528,1,1,1,5e-05,0.5353,0.6417,0.641716,-0.035135,0.263335,-0.511944,0.00752,-0.489446,0.230957
0.3,4,8,544.0,162.0,0.2312,-0.1099,0.1565,1,1,1,7e-05,0.4935,0.7358,0.735825,-0.035832,0.223143,-0.553742,-0.008904,-0.547461,0.182009
